emp_no,first_name,last_name,title,from_date,to_date,birth_date
284717,Gal,Ranta,Senior Engineer,1997-11-07,9999-01-01,1965-01-11
284856,Moto,Kobara,Senior Engineer,1998-12-12,9999-01-01,1965-01-05
436558,Subir,Greibach,Senior Engineer,1992-05-24,9999-01-01,1965-01-08
285396,Lena,Kohling,Senior Engineer,1991-10-04,9999-01-01,1965-01-27
78871,Conor,Ghandeharizadeh,Senior Engineer,1985-05-25,9999-01-01,1965-01-15
435791,Hercules,Speer,Senior Engineer,1999-03-07,9999-01-01,1965-01-07
79171,Guiseppe,Ellozy,Senior Engineer,1991-01-12,9999-01-01,1965-01-19
286573,Nahum,Nishimukai,Senior Engineer,1997-02-01,9999-01-01,1965-01-27
286986,Woody,Trelles,Senior Engineer,1996-05-23,9999-01-01,1965-01-01
434936,Sahrah,Rosis,Senior Engineer,2000-06-23,9999-01-01,1965-01-15
34533,Erzsebet,Shigei,Senior Engineer,1991-01-21,9999-01-01,1965-01-10
287482,Shigeaki,Gihr,Senior Engineer,2002-03-18,9999-01-01,1965-01-01
287583,Jovan,Hockney,Senior Engineer,1997-06-21,9999-01-01,1965-01-18
287609,Sailaja,Negoita,Senior Engineer,2000-01-19,9999-01-01,1965-01-06
79606,Arnd,Peir,Senior Engineer,1986-12-11,9999-01-01,1965-01-03
490568,Zita,Reistad,Senior Engineer,1998-07-23,9999-01-01,1965-01-01
287984,Troy,Kobuchi,Senior Engineer,1999-02-12,9999-01-01,1965-01-09
288028,Kauko,Narwekar,Senior Engineer,1994-12-16,9999-01-01,1965-01-22
34788,Ennio,Babu,Senior Engineer,1994-08-31,9999-01-01,1965-01-27
432787,Toshiko,Ibel,Senior Engineer,1996-11-23,9999-01-01,1965-01-16
490557,Luise,Vigier,Senior Engineer,2001-07-01,9999-01-01,1965-01-27
288563,Cristinel,Gerlach,Senior Engineer,2001-01-08,9999-01-01,1965-01-02
478007,Fumino,Narahara,Senior Engineer,2000-09-20,9999-01-01,1965-01-06
288665,Horward,Khasidashvili,Senior Engineer,1998-11-19,9999-01-01,1965-01-31
288893,Bedrich,Rosenbaum,Senior Engineer,1998-01-27,9999-01-01,1965-01-30
289454,Bowen,Narwekar,Senior Engineer,1985-03-08,9999-01-01,1965-01-20
35044,Jiang,Waschkowski,Senior Engineer,1997-05-27,9999-01-01,1965-01-04
14127,Magdalena,Cannard,Senior Engineer,2002-04-22,9999-01-01,1965-01-10
80850,Koldo,Luit,Senior Engineer,2001-04-15,9999-01-01,1965-02-01
80889,Shigeo,Linnainmaa,Senior Engineer,1985-07-30,9999-01-01,1965-01-07
80948,Harjit,Bardell,Senior Engineer,1996-05-23,9999-01-01,1965-01-27
81105,Jaewon,Boissier,Senior Engineer,1998-05-24,9999-01-01,1965-01-14
477969,Bluma,Mundy,Senior Engineer,2000-10-17,9999-01-01,1965-01-18
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,9999-01-01,1965-01-09
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,9999-01-01,1965-01-26
432665,Flemming,Driscoll,Senior Engineer,1999-06-28,9999-01-01,1965-01-02
292110,Menkae,Showalter,Senior Engineer,2001-08-09,9999-01-01,1965-01-23
292210,Masaru,Huhdanpaa,Senior Engineer,2001-11-23,9999-01-01,1965-01-17
477578,Marit,Paludetto,Senior Engineer,1998-09-30,9999-01-01,1965-01-23
292504,Georgi,Bednarek,Senior Engineer,2002-03-02,9999-01-01,1965-01-27
292828,Ziya,Tokunaga,Senior Engineer,1995-01-08,9999-01-01,1965-01-10
81995,Sreekrishna,Brender,Senior Engineer,1996-03-21,9999-01-01,1965-01-10
82069,Yechezkel,Perfilyeva,Senior Engineer,2000-11-02,9999-01-01,1965-01-20
293280,Moti,Steenbeek,Senior Engineer,1993-01-21,9999-01-01,1965-01-24
293329,Fumiya,Griswold,Senior Engineer,1994-06-12,9999-01-01,1965-01-15
293746,Sanjay,Litecky,Senior Engineer,2000-08-26,9999-01-01,1965-01-25
82098,Poornachandra,Wilharm,Senior Engineer,1998-04-20,9999-01-01,1965-01-25
35441,Chandrasekaran,Peek,Senior Engineer,1993-02-06,9999-01-01,1965-01-31
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,9999-01-01,1965-01-14
294652,Hironobu,Brodie,Senior Engineer,1993-09-17,9999-01-01,1965-01-27
294857,Caolyn,Ozeri,Senior Engineer,1993-07-29,9999-01-01,1965-01-15
82928,Alselm,Rikino,Senior Engineer,1997-11-16,9999-01-01,1965-01-27
295236,Kauko,Fujisawa,Senior Engineer,1992-09-12,9999-01-01,1965-01-24
83280,Francesca,Ellozy,Senior Engineer,1999-08-08,9999-01-01,1965-01-07
432399,Nitsan,Nollmann,Senior Engineer,1996-09-09,9999-01-01,1965-01-19
83289,Shigeichiro,Engelmann,Senior Engineer,2000-01-09,9999-01-01,1965-01-09
295278,Val,Barvinok,Senior Engineer,2000-01-02,9999-01-01,1965-01-04
432261,Arve,Bergere,Senior Engineer,1994-07-28,9999-01-01,1965-01-30
83509,Breannda,Collavizza,Senior Engineer,1994-10-12,9999-01-01,1965-01-04
431887,Poorav,Ranst,Senior Engineer,1996-06-01,9999-01-01,1965-01-05
35642,Ashish,Talmon,Senior Engineer,2002-06-13,9999-01-01,1965-01-30
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,9999-01-01,1965-01-31
83714,Ohad,Kilgore,Senior Engineer,1997-07-01,9999-01-01,1965-01-27
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,9999-01-01,1965-01-30
83805,Manohar,Harllee,Senior Engineer,1987-03-11,9999-01-01,1965-01-23
20129,Rafael,Skafidas,Senior Engineer,2000-03-27,9999-01-01,1965-01-10
298339,King,Benzmuller,Senior Engineer,1995-09-04,9999-01-01,1965-01-11
476327,Reinhold,Binkley,Senior Engineer,2000-05-28,9999-01-01,1965-01-31
431657,Visit,Thiran,Senior Engineer,1991-11-14,9999-01-01,1965-01-31
84179,Shuichi,Nanard,Senior Engineer,1989-03-14,9999-01-01,1965-01-25
35798,Ulf,Oberman,Senior Engineer,1997-03-15,9999-01-01,1965-01-29
84451,Shiv,Aumann,Senior Engineer,1998-06-14,9999-01-01,1965-01-20
400358,Angus,Jullig,Senior Engineer,1997-04-13,9999-01-01,1965-01-31
430891,Khalil,Gien,Senior Engineer,1991-08-06,9999-01-01,1965-01-06
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,9999-01-01,1965-01-30
402025,Shigehito,Duclos,Senior Engineer,1992-09-19,9999-01-01,1965-01-20
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,9999-01-01,1965-01-04
402718,Jeanna,Rettelbach,Senior Engineer,1996-02-14,9999-01-01,1965-01-17
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01,1965-01-16
475965,Rimon,Pietracaprina,Senior Engineer,1990-07-10,9999-01-01,1965-01-02
497007,Oldrich,Adachi,Senior Engineer,2002-04-03,9999-01-01,1965-01-23
403954,Jeanna,Bratten,Senior Engineer,1997-07-26,9999-01-01,1965-01-10
404018,Valery,Babb,Senior Engineer,1998-10-19,9999-01-01,1965-01-11
404236,Zengping,Kakkar,Senior Engineer,1996-07-22,9999-01-01,1965-01-12
404462,Anestis,Setlzner,Senior Engineer,1991-07-13,9999-01-01,1965-01-09
430558,Xiong,Roisin,Senior Engineer,1995-03-02,9999-01-01,1965-01-07
85288,Younwoo,Luders,Senior Engineer,2002-03-31,9999-01-01,1965-01-06
290009,Zijian,Rindone,Senior Staff,1997-07-09,9999-01-01,1965-01-22
10291,Dipayan,Seghrouchni,Senior Staff,1994-03-30,9999-01-01,1965-01-23
10476,Kokou,Iisaka,Senior Staff,1994-09-20,9999-01-01,1965-01-01
10762,Lech,Himler,Senior Staff,1999-01-21,9999-01-01,1965-01-19
14104,Sudhanshu,Demian,Senior Staff,1999-07-23,9999-01-01,1965-01-03
14158,Caolyn,Setiz,Senior Staff,1996-02-06,9999-01-01,1965-01-22
14907,Nakhoon,Luga,Senior Staff,1994-12-18,9999-01-01,1965-01-14
15058,Bouchung,Bugrara,Senior Staff,1998-06-18,9999-01-01,1965-01-30
16461,Remmert,Schahn,Senior Staff,1994-09-06,9999-01-01,1965-01-14
17013,Morris,Garigliano,Senior Staff,2000-05-23,9999-01-01,1965-01-15
18617,Surveyors,Crouzet,Senior Staff,1998-04-24,9999-01-01,1965-01-21
19350,Satoru,Yoshizawa,Senior Staff,1999-03-27,9999-01-01,1965-01-19
20100,Utz,Heuter,Senior Staff,1995-06-15,9999-01-01,1965-01-18
20128,Kazunori,Peak,Senior Staff,1999-08-13,9999-01-01,1965-01-23
20500,Christoph,Trystram,Senior Staff,1998-10-15,9999-01-01,1965-01-30
21546,Yongmin,Lanteri,Senior Staff,1988-02-16,9999-01-01,1965-01-01
21909,Mohammed,Brizzi,Senior Staff,1998-12-28,9999-01-01,1965-01-04
22415,Perla,Jumpertz,Senior Staff,1994-08-24,9999-01-01,1965-01-20
22451,Jasminko,Bresenham,Senior Staff,1996-12-15,9999-01-01,1965-01-27
22455,Barry,Unno,Senior Staff,1999-11-16,9999-01-01,1965-01-06
24553,Anwar,Passafiume,Senior Staff,1994-01-30,9999-01-01,1965-01-12
25488,Ingmar,Basawa,Senior Staff,1997-11-08,9999-01-01,1965-01-19
26629,Nevin,Rodham,Senior Staff,1998-12-14,9999-01-01,1965-01-28
27331,Wanqing,Krohm,Senior Staff,1999-01-22,9999-01-01,1965-01-19
27378,Piyawadee,Leppanen,Senior Staff,1999-02-25,9999-01-01,1965-01-28
27686,Manu,Rosiles,Senior Staff,1998-03-03,9999-01-01,1965-01-28
27767,Tooru,Veldwijk,Senior Staff,2000-11-21,9999-01-01,1965-01-27
29265,Gilbert,Calkin,Senior Staff,1994-03-21,9999-01-01,1965-01-14
30035,Tetsushi,Conta,Senior Staff,1995-07-04,9999-01-01,1965-01-08
30938,Yakkov,Samarati,Senior Staff,2000-05-22,9999-01-01,1965-01-06
31147,Divine,Sidhu,Senior Staff,1989-07-05,9999-01-01,1965-01-04
31341,Oksana,Zultner,Senior Staff,1997-03-22,9999-01-01,1965-01-01
32347,Terresa,Peres,Senior Staff,1997-09-15,9999-01-01,1965-01-08
32649,Ingmar,Nannarelli,Senior Staff,1988-06-10,9999-01-01,1965-01-12
33025,Jessie,Thorelli,Senior Staff,1999-12-16,9999-01-01,1965-01-12
34077,Angel,Sichman,Senior Staff,1997-11-16,9999-01-01,1965-01-08
34261,Kyoichi,Callaway,Senior Staff,1996-12-29,9999-01-01,1965-01-05
34505,Felicidad,Kumaresan,Senior Staff,2001-09-06,9999-01-01,1965-01-28
35087,Leif,Ashish,Senior Staff,2001-10-14,9999-01-01,1965-01-17
35793,Oscar,Kusalik,Senior Staff,1996-05-10,9999-01-01,1965-01-01
36521,Serif,Gladwell,Senior Staff,1993-03-05,9999-01-01,1965-01-21
36626,Fen,Genin,Senior Staff,1986-05-09,9999-01-01,1965-01-02
37070,Jeong,Undy,Senior Staff,1993-02-13,9999-01-01,1965-01-22
38168,Fumiko,Deverell,Senior Staff,1996-08-14,9999-01-01,1965-01-14
38947,Shuichi,Ruemmler,Senior Staff,1998-03-08,9999-01-01,1965-01-25
39000,Martijn,Vendrig,Senior Staff,2002-03-03,9999-01-01,1965-01-08
39301,Rimon,Kawashima,Senior Staff,1998-02-05,9999-01-01,1965-01-07
40269,Toshiki,Ghazalie,Senior Staff,2000-12-04,9999-01-01,1965-01-10
40765,Michaela,Ramsak,Senior Staff,2001-12-21,9999-01-01,1965-01-01
40773,Shimshon,Aingworth,Senior Staff,1991-04-13,9999-01-01,1965-01-09
41137,Bikash,Buchter,Senior Staff,1992-11-22,9999-01-01,1965-01-20
41609,Yucai,Simmen,Senior Staff,1987-10-13,9999-01-01,1965-01-04
42778,Shuji,Remmers,Senior Staff,1996-12-17,9999-01-01,1965-01-19
42950,Shaleah,Eickenmeyer,Senior Staff,1993-10-09,9999-01-01,1965-01-22
43154,Maha,Waterhouse,Senior Staff,2002-07-04,9999-01-01,1965-01-13
43733,Huei,Boguraev,Senior Staff,1998-12-31,9999-01-01,1965-01-26
44900,Mark,Schwaller,Senior Staff,2001-08-10,9999-01-01,1965-01-05
46000,Zhaofang,Penn,Senior Staff,2002-07-24,9999-01-01,1965-01-26
46328,Wuxu,Trogemann,Senior Staff,1997-01-27,9999-01-01,1965-01-05
46834,Tooru,Daescu,Senior Staff,1998-03-20,9999-01-01,1965-01-22
47016,Toong,Litecky,Senior Staff,1994-03-01,9999-01-01,1965-01-03
47702,Juyoung,Vieri,Senior Staff,1999-08-12,9999-01-01,1965-01-21
47708,Edwin,Haldar,Senior Staff,1995-07-12,9999-01-01,1965-01-05
48275,Sariel,Massonet,Senior Staff,1993-11-19,9999-01-01,1965-01-29
48904,Yuichiro,Malabarba,Senior Staff,1999-03-07,9999-01-01,1965-01-23
48947,Filipp,Akaboshi,Senior Staff,1992-05-20,9999-01-01,1965-01-05
49010,Kazuhisa,Benantar,Senior Staff,1994-10-23,9999-01-01,1965-01-16
49477,Baocai,Leaver,Senior Staff,1998-08-05,9999-01-01,1965-01-14
50670,Boguslaw,Snedden,Senior Staff,1993-02-20,9999-01-01,1965-01-30
51057,Theirry,Albarhamtoshy,Senior Staff,1996-09-26,9999-01-01,1965-01-29
52040,Phule,Heijenga,Senior Staff,1998-02-21,9999-01-01,1965-01-14
52283,Trygve,Krupka,Senior Staff,2001-03-11,9999-01-01,1965-01-20
52386,Adas,Denti,Senior Staff,1995-05-30,9999-01-01,1965-01-28
52590,Jouni,Munoz,Senior Staff,2000-11-25,9999-01-01,1965-01-21
52639,Arup,Colorni,Senior Staff,1996-02-05,9999-01-01,1965-01-09
52770,Shugo,Yurek,Senior Staff,1998-08-28,9999-01-01,1965-01-31
53278,Premsyl,Lortz,Senior Staff,1999-02-01,9999-01-01,1965-01-31
53431,Sham,Vasanthakumar,Senior Staff,1985-10-24,9999-01-01,1965-01-12
53874,Bodo,Schade,Senior Staff,1995-02-14,9999-01-01,1965-01-23
54632,Etsuo,Serot,Senior Staff,1997-06-14,9999-01-01,1965-01-19
54795,Sumant,Nergos,Senior Staff,2000-05-07,9999-01-01,1965-01-29
55857,Adin,Scallan,Senior Staff,1996-09-14,9999-01-01,1965-01-18
56415,Sigeru,Nivat,Senior Staff,1999-10-24,9999-01-01,1965-01-30
56428,Olivera,Hanabata,Senior Staff,1992-11-09,9999-01-01,1965-01-27
58147,Shigenori,Sullins,Senior Staff,1988-02-24,9999-01-01,1965-01-09
58497,Yechiam,Cairo,Senior Staff,1996-07-12,9999-01-01,1965-01-22
58819,Gennady,Liesche,Senior Staff,1987-12-02,9999-01-01,1965-01-04
59869,Zsolt,Riefers,Senior Staff,1994-09-25,9999-01-01,1965-02-01
60091,Surveyors,Bade,Senior Staff,1996-04-10,9999-01-01,1965-02-01
60821,Moty,Mersereau,Senior Staff,1999-09-03,9999-01-01,1965-01-02
60959,Tetsushi,Sridhar,Senior Staff,1997-01-12,9999-01-01,1965-01-09
61377,Dannz,Ohori,Senior Staff,1994-01-17,9999-01-01,1965-01-01
63566,Heekeun,Slaats,Senior Staff,1999-01-12,9999-01-01,1965-01-31
64209,Golgen,Schoegge,Senior Staff,1988-02-26,9999-01-01,1965-01-24
64632,Zsolt,Brender,Senior Staff,1996-02-21,9999-01-01,1965-01-07
65883,Patricia,Pepe,Senior Staff,1996-04-18,9999-01-01,1965-01-07
65998,Mandell,Alameldin,Senior Staff,1996-04-08,9999-01-01,1965-01-09
67320,Sadok,Lorys,Senior Staff,1987-05-10,9999-01-01,1965-01-18
69052,Shietung,Shrader,Senior Staff,1995-08-05,9999-01-01,1965-01-26
69219,Shuky,Redmiles,Senior Staff,1994-07-06,9999-01-01,1965-01-09
69867,Miyeon,Rothe,Senior Staff,1997-04-08,9999-01-01,1965-01-22
70469,Tru,Miyakawa,Senior Staff,1998-09-03,9999-01-01,1965-01-12
71066,Domenick,Basart,Senior Staff,2001-01-04,9999-01-01,1965-01-27
71141,Sajjad,Vitiello,Senior Staff,1997-02-16,9999-01-01,1965-01-02
71188,Pranjal,Schapiro,Senior Staff,1993-12-14,9999-01-01,1965-01-02
72918,Takahira,Szilard,Senior Staff,1993-01-15,9999-01-01,1965-01-22
74668,Masako,Bonifati,Senior Staff,1987-04-09,9999-01-01,1965-01-01
77303,Xinglin,Birge,Senior Staff,2001-03-05,9999-01-01,1965-01-18
78106,Ashish,Ratnaker,Senior Staff,1986-11-10,9999-01-01,1965-01-09
79310,Jeong,Cunliffe,Senior Staff,1996-10-27,9999-01-01,1965-01-24
79763,Sanjoy,Barreiro,Senior Staff,1996-04-09,9999-01-01,1965-01-20
79895,Fei,Murtagh,Senior Staff,1986-01-19,9999-01-01,1965-01-30
80067,Kazuhisa,Weiland,Senior Staff,1991-11-09,9999-01-01,1965-01-19
80432,Stella,Figueira,Senior Staff,1998-03-14,9999-01-01,1965-01-17
80731,Shaowen,Eldridge,Senior Staff,1994-12-05,9999-01-01,1965-01-25
82351,Stevo,Thambidurai,Senior Staff,1989-10-27,9999-01-01,1965-01-26
83544,Leaf,Baak,Senior Staff,2001-09-05,9999-01-01,1965-01-18
83941,Zsolt,Hagimont,Senior Staff,2001-10-08,9999-01-01,1965-01-11
84236,Eberhardt,Barriga,Senior Staff,1993-06-03,9999-01-01,1965-01-18
85216,Ferdinand,Rosiles,Senior Staff,1997-07-08,9999-01-01,1965-01-18
85874,Pasqua,Taubman,Senior Staff,1986-06-23,9999-01-01,1965-01-30
86213,Kristine,Clemencon,Senior Staff,1996-04-21,9999-01-01,1965-01-28
86422,Jaewon,Thummel,Senior Staff,1992-09-14,9999-01-01,1965-02-01
87729,Yongmin,Roccetti,Senior Staff,1991-12-10,9999-01-01,1965-01-24
88103,Goo,Bresenham,Senior Staff,1999-01-31,9999-01-01,1965-01-09
88958,Vojin,Coombs,Senior Staff,2002-07-23,9999-01-01,1965-01-22
89090,Tetsushi,Theuretzbacher,Senior Staff,1995-02-01,9999-01-01,1965-01-26
89161,Conal,Yetto,Senior Staff,1999-01-12,9999-01-01,1965-01-07
89207,Along,Erol,Senior Staff,1999-10-17,9999-01-01,1965-01-15
89590,Guther,Rothenberg,Senior Staff,2000-08-07,9999-01-01,1965-01-27
89941,Arnould,Weedman,Senior Staff,1989-07-28,9999-01-01,1965-01-23
90518,Fumiko,Chepyzhov,Senior Staff,1997-01-27,9999-01-01,1965-01-24
90692,Rajmohan,DasSarma,Senior Staff,1990-09-14,9999-01-01,1965-01-03
91172,Kazuhisa,Melter,Senior Staff,1993-07-15,9999-01-01,1965-01-19
91415,Jamaludin,Nilsson,Senior Staff,1994-01-15,9999-01-01,1965-01-04
91648,Dmitry,Msuda,Senior Staff,1997-10-22,9999-01-01,1965-01-29
92685,Mang,Atchley,Senior Staff,1995-06-07,9999-01-01,1965-01-26
92841,Claude,Candan,Senior Staff,1993-08-04,9999-01-01,1965-01-22
92846,Anyuan,Kropatsch,Senior Staff,1993-09-05,9999-01-01,1965-01-11
93549,Arie,Coullard,Senior Staff,1998-04-15,9999-01-01,1965-02-01
94416,Aran,Cesareni,Senior Staff,1990-02-10,9999-01-01,1965-01-01
95314,Rasiah,Koblick,Senior Staff,1999-08-21,9999-01-01,1965-01-22
95920,Nobuyoshi,Hegner,Senior Staff,2001-09-07,9999-01-01,1965-01-19
97623,Haldon,Janetzko,Senior Staff,1996-09-10,9999-01-01,1965-01-25
97661,Avishai,Hegner,Senior Staff,2002-05-08,9999-01-01,1965-01-31
98288,Sumali,Huttel,Senior Staff,1997-09-12,9999-01-01,1965-01-12
99373,Xiaobin,Christianini,Senior Staff,1991-12-25,9999-01-01,1965-01-13
99654,Mahendra,Motley,Senior Staff,1992-09-28,9999-01-01,1965-01-30
101487,Abdelaziz,Sury,Senior Staff,1999-01-31,9999-01-01,1965-01-14
101647,Mori,Homond,Senior Staff,2000-05-09,9999-01-01,1965-01-22
101902,Mantis,Millington,Senior Staff,1997-03-17,9999-01-01,1965-01-14
103196,Djenana,Albarhamtoshy,Senior Staff,1993-07-16,9999-01-01,1965-01-16
103310,Visit,Swen,Senior Staff,2000-10-01,9999-01-01,1965-01-07
104133,Pranjal,Zyda,Senior Staff,1998-07-03,9999-01-01,1965-01-31
104845,Werner,Lodder,Senior Staff,1998-06-17,9999-01-01,1965-01-29
105520,Haldun,Lienhardt,Senior Staff,1987-01-29,9999-01-01,1965-01-01
106242,Nevio,Thisen,Senior Staff,1994-03-25,9999-01-01,1965-02-01
106695,Lijie,Garrabrants,Senior Staff,1990-10-02,9999-01-01,1965-01-31
106710,Babette,Anandan,Senior Staff,1993-11-22,9999-01-01,1965-01-31
107792,Shahab,Crooks,Senior Staff,2001-03-18,9999-01-01,1965-01-13
107828,Ramya,Walston,Senior Staff,1995-02-03,9999-01-01,1965-01-26
108091,Hisao,Ghemri,Senior Staff,1990-11-14,9999-01-01,1965-01-09
108198,Randi,Samarati,Senior Staff,1999-10-21,9999-01-01,1965-01-24
108988,Oksana,Baek,Senior Staff,1997-07-20,9999-01-01,1965-01-19
109278,Bangqing,Schach,Senior Staff,1996-03-22,9999-01-01,1965-01-21
109598,Stamatina,Auyong,Senior Staff,1988-07-05,9999-01-01,1965-02-01
109620,Mani,Cannata,Senior Staff,1995-06-21,9999-01-01,1965-01-02
109953,Godehard,Chorvat,Senior Staff,1996-04-10,9999-01-01,1965-01-26
200267,Chuanti,Luff,Senior Staff,2000-09-20,9999-01-01,1965-01-08
200735,Dinah,Denos,Senior Staff,2001-09-21,9999-01-01,1965-01-09
200789,Susumu,Camurati,Senior Staff,1997-12-14,9999-01-01,1965-01-14
201708,Anneli,Perl,Senior Staff,2000-09-08,9999-01-01,1965-01-15
201709,Fan,Kakkad,Senior Staff,1993-02-24,9999-01-01,1965-01-01
202414,Zvonko,Murthy,Senior Staff,1992-01-07,9999-01-01,1965-01-13
202950,Giordano,Pietrzykowski,Senior Staff,1987-03-26,9999-01-01,1965-01-17
203474,Hugh,Jonsson,Senior Staff,1997-07-05,9999-01-01,1965-01-03
203720,Sasan,Thimonier,Senior Staff,1996-08-21,9999-01-01,1965-01-30
203946,Yefim,Marwedel,Senior Staff,1999-03-30,9999-01-01,1965-01-23
204133,Susuma,Bergere,Senior Staff,1996-02-25,9999-01-01,1965-01-22
204246,Arve,Worfolk,Senior Staff,1990-04-01,9999-01-01,1965-01-09
204470,Hein,Lichtner,Senior Staff,2001-04-02,9999-01-01,1965-01-22
205699,Youjian,Yetto,Senior Staff,2000-12-06,9999-01-01,1965-01-31
205789,Limsoon,Skafidas,Senior Staff,1999-08-10,9999-01-01,1965-01-31
206836,Guadalupe,Pfau,Senior Staff,2001-03-22,9999-01-01,1965-01-12
207068,Zhiguo,Ariola,Senior Staff,1994-09-07,9999-01-01,1965-01-13
207401,Shuji,Barbanera,Senior Staff,1993-08-09,9999-01-01,1965-01-04
207779,Chinya,Kamble,Senior Staff,1992-05-31,9999-01-01,1965-01-16
207980,Remko,Vieth,Senior Staff,1999-11-22,9999-01-01,1965-01-07
208330,Shen,Flanders,Senior Staff,1997-07-03,9999-01-01,1965-01-11
208639,Larisa,Lukaszewicz,Senior Staff,1994-10-10,9999-01-01,1965-01-27
209443,Krassimir,Garnier,Senior Staff,1998-01-26,9999-01-01,1965-01-19
209565,Dante,Covnot,Senior Staff,1998-05-28,9999-01-01,1965-01-09
210017,Shalesh,Lovengreen,Senior Staff,1996-09-28,9999-01-01,1965-01-28
210752,Saniya,Stenning,Senior Staff,1991-12-10,9999-01-01,1965-01-25
212093,Leni,Henders,Senior Staff,1999-11-19,9999-01-01,1965-01-11
212154,Sailaja,Holburn,Senior Staff,1997-03-03,9999-01-01,1965-01-17
214215,Xiaoqiang,Cardazo,Senior Staff,1993-05-28,9999-01-01,1965-01-25
214391,Rayond,Klassen,Senior Staff,1999-09-11,9999-01-01,1965-01-15
215629,Munehiro,Manders,Senior Staff,1995-05-18,9999-01-01,1965-01-15
215843,Pramod,Loncour,Senior Staff,1993-03-30,9999-01-01,1965-01-30
216054,Sahrah,Angiulli,Senior Staff,1991-07-31,9999-01-01,1965-01-24
216921,Lena,Lenart,Senior Staff,1995-12-25,9999-01-01,1965-01-22
217026,Otmar,Engberts,Senior Staff,1998-08-16,9999-01-01,1965-01-11
217272,Yuchang,Eldridge,Senior Staff,1991-08-01,9999-01-01,1965-01-21
217800,Shay,Servieres,Senior Staff,1998-08-06,9999-01-01,1965-02-01
218100,Jiong,Garnham,Senior Staff,1999-01-02,9999-01-01,1965-01-24
219967,Susanna,Reeken,Senior Staff,1998-03-16,9999-01-01,1965-01-16
220528,Sibyl,Rabehasaina,Senior Staff,1998-02-23,9999-01-01,1965-01-06
220582,Poornachandra,Zielinski,Senior Staff,2001-02-12,9999-01-01,1965-01-08
220611,Yuping,Babb,Senior Staff,2002-01-31,9999-01-01,1965-01-23
221367,Saddek,Farris,Senior Staff,1990-11-06,9999-01-01,1965-01-13
221973,Sangeeta,Kalefeld,Senior Staff,1996-06-05,9999-01-01,1965-01-17
222206,Stein,Uludag,Senior Staff,1995-01-30,9999-01-01,1965-01-21
222998,Leaf,Awdeh,Senior Staff,1991-02-20,9999-01-01,1965-01-07
224390,True,Shobatake,Senior Staff,1996-05-17,9999-01-01,1965-01-24
224934,George,Miake,Senior Staff,1996-01-02,9999-01-01,1965-01-05
225438,Remmert,Quaggetto,Senior Staff,1997-04-28,9999-01-01,1965-01-14
227901,Francesca,Azuma,Senior Staff,2001-06-08,9999-01-01,1965-01-26
228248,Yuriy,Plump,Senior Staff,1995-09-09,9999-01-01,1965-01-09
228554,Bilhanan,Brendel,Senior Staff,1990-12-23,9999-01-01,1965-01-03
229098,Berry,Yurek,Senior Staff,1995-08-16,9999-01-01,1965-01-08
229547,Moni,Schach,Senior Staff,1991-07-04,9999-01-01,1965-01-03
230126,Bezalel,Radivojevic,Senior Staff,1995-07-03,9999-01-01,1965-01-31
230354,Yinghua,Lorho,Senior Staff,2000-08-08,9999-01-01,1965-01-31
230579,Shahar,Negoita,Senior Staff,2000-03-18,9999-01-01,1965-01-17
230689,Dietrich,Crabtree,Senior Staff,1986-05-24,9999-01-01,1965-01-14
232178,Etsuo,Anandan,Senior Staff,1996-12-13,9999-01-01,1965-01-29
233397,Fay,Sundgren,Senior Staff,1998-07-07,9999-01-01,1965-01-16
233785,Baziley,Ballarin,Senior Staff,1995-07-28,9999-01-01,1965-01-30
234195,Luerbio,Terkki,Senior Staff,1998-05-14,9999-01-01,1965-01-07
235017,Irena,Dratva,Senior Staff,1999-09-07,9999-01-01,1965-01-17
235096,Sverrir,Gyimothy,Senior Staff,1992-03-20,9999-01-01,1965-01-21
235458,Gio,Heuser,Senior Staff,1999-06-29,9999-01-01,1965-01-05
235729,Henk,Anger,Senior Staff,2002-01-19,9999-01-01,1965-02-01
236566,Yechezkel,Maginnis,Senior Staff,2000-12-11,9999-01-01,1965-01-17
236591,Insup,Reinhard,Senior Staff,1993-04-08,9999-01-01,1965-01-11
238422,Vishv,Angelov,Senior Staff,1996-03-08,9999-01-01,1965-01-10
238949,Minghong,Cronin,Senior Staff,1987-10-04,9999-01-01,1965-01-09
239244,Abdulla,Kitai,Senior Staff,1996-02-20,9999-01-01,1965-01-13
239748,Bilhanan,Dusink,Senior Staff,1996-06-04,9999-01-01,1965-01-23
239803,Oscal,Ernst,Senior Staff,1997-05-19,9999-01-01,1965-01-30
240132,Mizuhito,Kobara,Senior Staff,2001-08-09,9999-01-01,1965-02-01
240438,Temple,Cyre,Senior Staff,1999-10-01,9999-01-01,1965-01-02
240870,Francesca,Chorvat,Senior Staff,1993-03-03,9999-01-01,1965-01-06
241292,Uri,Lampe,Senior Staff,1994-10-17,9999-01-01,1965-01-29
